enterscene_,sceneinfo,appuin,appuinname,uv
1023,安卓桌面,3507765505,报名工具,9
1035,公众号自定义菜单,3507765505,报名工具,9
1043,公众号模板消息,3507765505,报名工具,9
1102,NULL,3507801930,抽奖助手,9
1008,群聊,3507814370,乂鱼旅行,9
1023,安卓桌面,3507831512,轻题库,9
1001,列表,3507832849,水滴健康保障,9
1008,群聊,3507980439,拍图识字,9
1023,安卓桌面,3507980439,拍图识字,9
1014,模版消息,3508000873,携程订酒店机票火车票汽车票门票,9
1006,垂搜,3508000875,小年糕+,9
1044,群API,3508000937,腾讯翻译君,9
1035,公众号自定义菜单,3508009561,圈子记账,9
1005,全搜,3508012745,充值特惠,9
1037,其他小程序,3508012745,充值特惠,9
1027,本地搜索,3508013685,9188彩票,9
1005,全搜,3508032555,驾考宝典丨学车找驾校,9
1020,公众号profile,3508032555,驾考宝典丨学车找驾校,9
ALL,NULL,3508036753,阿乐汽配,9
1001,列表,3508048086,健康吃啥,9
1089,会话下拉,3508078718,1小时手机维修连锁,9
1001,列表,3508079191,喵特漫展,9
1035,公众号自定义菜单,3508092226,乌鲁木齐找工作,9
1035,公众号自定义菜单,3508098076,万年历经典版,9
1006,垂搜,3508170366,星座测算大全,9
1001,列表,3508185647,孕期提醒,9
1027,本地搜索,3508254249,56114物流查询,9
1001,列表,3508417674,专利大王,9
1038,其他小程序返回,3508425614,懒人英语lite,9
1023,安卓桌面,3508520183,斗米找工作,9
ALL,NULL,3508626659,点餐程序助手,9
1089,会话下拉,3508723810,法考天天练,9
1007,单聊,3508733726,结伴吧,9
1048,长按小程序码,3508733726,结伴吧,9
1037,其他小程序,3508838169,WiFi免费连,9
1037,其他小程序,3508846027,有吉命理大师,9
1038,其他小程序返回,3508860022,PP停车,9
1008,群聊,3508905443,做个头像,9
1006,垂搜,3508996034,照片制作器,9
1006,垂搜,3803029065,AI识花君,9
1089,会话下拉,3804025733,广东话费特惠,9
1089,会话下拉,3807015006,录音记事本,9
1014,模版消息,3808022889,走步健身,9
1006,垂搜,3812000128,美食杰菜谱大全,9
1001,列表,3812007537,花生拼住,9
1008,群聊,3812007537,花生拼住,9
1037,其他小程序,3812010636,查查菜价,9
1008,群聊,3828009008,合肥找工作网,9
1023,安卓桌面,3829002105,趣找谱,9
1048,长按小程序码,3831016632,帮推名片,9
1024,小程序profile,3833011643,WiFi一键连增强版,9
1089,会话下拉,3834024795,山东高速出行信息,9
1035,公众号自定义菜单,3845003787,我会说英语,9
1006,垂搜,3846017322,蛋壳公寓,9
ALL,NULL,3846023792,偃师便民信息平台,9
1089,会话下拉,3847001107,新日历万年历,9
1007,单聊,3850002132,百度AI体验中心,9
1006,垂搜,3505000820,春秋航空特价机票,8
1007,单聊,3505000843,驴妈妈门票预订,8
1082,公众号文字链,3505000902,汽车报价大全,8
1058,公众号文章,3505001898,诗词文学精选,8
1007,单聊,3505001949,天天练口语一英语日语韩语,8
1023,安卓桌面,3505002249,30天天气预报,8
1007,单聊,3505007606,如约出行,8
1090,小程序右上菜单,3505008241,安居客房产,8
0,NULL,3505078432,黑咔相机,8
1001,列表,3505096311,悟空找房+,8
1058,公众号文章,3505096311,悟空找房+,8
1037,其他小程序,3505104818,搜狗云表情,8
1037,其他小程序,3505147390,查视力,8
1006,垂搜,3505178655,58同城生活助手,8
1005,全搜,3505197487,群里有事,8
1027,本地搜索,3505254120,历史价格查询,8
1014,模版消息,3505340257,印象名片,8
1044,群API,3505340257,印象名片,8
1035,公众号自定义菜单,3505414859,图片文字识别,8
1096,聊天记录,3505442649,书链,8
1089,会话下拉,3505548150,果蔬信息网,8
1005,全搜,3505750248,同城二手车市场,8
1008,群聊,3506008433,票牛演出丨演唱会球赛话剧展览,8
1035,公众号自定义菜单,3506010766,嗨住租房,8
1008,群聊,3506018439,AI拍照扫描翻译,8
1049,相册选取小程序码,3506020669,智行火车票,8
1089,会话下拉,3506040650,神机算万年历,8
1027,本地搜索,3506059055,WIFI共享大师,8
1049,相册选取小程序码,3506080265,闪萌表情,8
1095,小程序广告组件,3506080265,闪萌表情,8
1005,全搜,3506146652,功夫打印,8
1023,安卓桌面,3506154931,榛果民宿预订,8
1047,扫描小程序码,3506159906,腾讯退税通,8
1058,公众号文章,3506194723,抽奖小工具,8
1008,群聊,3506207121,张家界旅游中心,8
1001,列表,3506266221,体育彩票一定牛,8
1001,列表,3506388512,男女心理测试,8
1089,会话下拉,3506388512,男女心理测试,8
1044,群API,3506400216,iWOD健身,8
1048,长按小程序码,3506400216,iWOD健身,8
1037,其他小程序,3506436099,好色派沙拉+,8
1024,小程序profile,3506454292,安易递快递,8
1044,群API,3506457706,幸运抽奖,8
1043,公众号模板消息,3506543534,节日酷炫祝福,8
1023,安卓桌面,3506573244,菜菜美食日记,8
1005,全搜,3506721989,我的艺术签名,8
1027,本地搜索,3506721989,我的艺术签名,8
1058,公众号文章,3506775392,基层检验网考试中心,8
1006,垂搜,3506963826,每日学英语,8
1035,公众号自定义菜单,3507000614,中通助手,8
1054,搜索历史,3507000614,中通助手,8
1080,客服消息菜单,3507000621,铂涛旅行酒店预订,8
1102,NULL,3507000638,大众点评美食电影运动旅游门票,8
1006,垂搜,3507009314,忆年共享相册,8
ALL,NULL,3507010338,换碎屏,8
1035,公众号自定义菜单,3507014395,声乐课,8
1027,本地搜索,3507021295,知乐邀请函,8
1008,群聊,3507036389,爱回收手机回收,8
1048,长按小程序码,3507036389,爱回收手机回收,8
1096,聊天记录,3507041826,去哪儿机票火车票酒店,8
1006,垂搜,3507068324,乐乐作文,8
1053,搜一搜,3507172682,顺风车拼车帮,8
1001,列表,3507226589,腾讯小经费,8
1014,模版消息,3507252186,班级群助理,8
1044,群API,3507252186,班级群助理,8
1001,列表,3507268610,卡卡停车,8
1035,公众号自定义菜单,3507278892,邮证港澳台签注,8
1020,公众号profile,3507342283,云充吧微驿站,8
1089,会话下拉,3507347579,AA车盟,8
1008,群聊,3507351318,发票二维码,8
1001,列表,3507405973,火箭投递,8
1035,公众号自定义菜单,3507405973,火箭投递,8
1020,公众号profile,3507518246,个性手机壁纸生成,8
1037,其他小程序,3507520417,旧衣服回收捐赠,8
1001,列表,3507538783,永乐讲线代,8
1011,扫描二维码,3507538783,永乐讲线代,8
1023,安卓桌面,3507538783,永乐讲线代,8
1008,群聊,3507584499,ocr文字识别助手,8
1035,公众号自定义菜单,3507619459,临西便民信息,8
1037,其他小程序,3507639267,全民健步走,8
1005,全搜,3507648055,联通微服务,8
1042,好友搜索,3507648055,联通微服务,8
1035,公众号自定义菜单,3507814370,乂鱼旅行,8
1006,垂搜,3507828799,前程无忧51Job,8
1007,单聊,3507831512,轻题库,8
1037,其他小程序,3507831512,轻题库,8
1006,垂搜,3507941849,记步运动排行榜,8
1007,单聊,3508000872,艺龙酒店机票火车票预订,8
1013,相册选取二维码,3508000873,携程订酒店机票火车票汽车票门票,8
1054,搜索历史,3508000901,下厨房+,8
1053,搜一搜,3508000937,腾讯翻译君,8
1023,安卓桌面,3508001201,结婚啦微请柬电子请帖,8
1001,列表,3508003043,万家出行,8
1005,全搜,3508009075,英语翻译查词,8
1027,本地搜索,3508010849,回收宝+,8
1006,垂搜,3508012745,充值特惠,8
1001,列表,3508016303,景点小故事+,8
1020,公众号profile,3508038509,巴士管家火车票汽车票预订,8
1047,扫描小程序码,3508038509,巴士管家火车票汽车票预订,8
1058,公众号文章,3508038509,巴士管家火车票汽车票预订,8
1023,安卓桌面,3508042253,多人相册,8
1035,公众号自定义菜单,3508078718,1小时手机维修连锁,8
1044,群API,3508085951,力为跑步,8
1058,公众号文章,3508111933,车轮查违章,8
1006,垂搜,3508145002,玩车教授,8
1043,公众号模板消息,3508145002,玩车教授,8
1038,其他小程序返回,3508149236,靓家居装修,8
1001,列表,3508167529,练琴日记,8
1007,单聊,3508167529,练琴日记,8
1001,列表,3508327438,性格心理测试大全,8
1006,垂搜,3508337083,小学数学作业检查,8
1056,音乐播放器菜单,3508381465,讯飞快读,8
1007,单聊,3508427397,配音神器pro,8
1008,群聊,3508427397,配音神器pro,8
1006,垂搜,3508518234,钱儿频道会员,8
1006,垂搜,3508520183,斗米找工作,8
1011,扫描二维码,3508628779,芒果在线+,8
1089,会话下拉,3508640319,法考小卡片,8
1006,垂搜,3508733726,结伴吧,8
1027,本地搜索,3508733726,结伴吧,8
1024,小程序profile,3508752010,表白弹幕,8
1089,会话下拉,3508810002,雅思百词斩,8
1007,单聊,3508846027,有吉命理大师,8
1027,本地搜索,3508882140,电子请帖电子请柬微请帖,8
1067,公众号文章广告,3800020094,点点租丨写字楼出租办公室租赁,8
1012,长按二维码,3801010809,koolearn小教室,8
1048,长按小程序码,3801010809,koolearn小教室,8
1038,其他小程序返回,3808022889,走步健身,8
1089,会话下拉,3809015287,芜湖精选,8
1007,单聊,3810020209,全名片,8
1043,公众号模板消息,3810023124,戏曲苑,8
1005,全搜,3811010391,广东省教育考试院,8
1043,公众号模板消息,3811010391,广东省教育考试院,8
1001,列表,3812010636,查查菜价,8
1035,公众号自定义菜单,3812010636,查查菜价,8
1089,会话下拉,3827023711,拍照识花助手,8
1020,公众号profile,3829006039,微祝福+,8
1037,其他小程序,3831016632,帮推名片,8
1001,列表,3834032394,彩票双色球,8
1027,本地搜索,3835000653,学英语口语训练营,8
ALL,NULL,3836021155,运动步数打卡,8
1007,单聊,3841011590,拍图识花,8
1006,垂搜,3842002787,证件照拍摄,8
1007,单聊,3842002787,证件照拍摄,8
1089,会话下拉,3842009001,成语小筑,8
1042,好友搜索,3846032181,粤省事,8
1038,其他小程序返回,3849001404,最美证件照in,8
1035,公众号自定义菜单,3852012616,贵阳微帮平台,8
ALL,NULL,3854017165,攒劲到家+,8
1001,列表,3855018853,交通违章扣分罚款查询,8
1023,安卓桌面,3858001891,图片文字提取神器,8
1020,公众号profile,3859008115,美好音乐相册制作,8
1023,安卓桌面,3859010399,真心感恩祝福,8
1024,小程序profile,3208520159,信用卡还款+,7
1024,小程序profile,3505000837,e代驾Lite,7
1043,公众号模板消息,3505000848,车来了精准实时公交,7
1023,安卓桌面,3505000855,华住会酒店预订汉庭全季桔子,7
1048,长按小程序码,3505000891,vgo微海报,7
1058,公众号文章,3505001334,Tinrry烘焙,7
1008,群聊,3505002249,30天天气预报,7
1053,搜一搜,3505002249,30天天气预报,7
ALL,NULL,3505002480,盛装衣橱II穿衣搭配时尚服装搭配,7
1024,小程序profile,3505002558,美食天下+,7
1005,全搜,3505007606,如约出行,7
1014,模版消息,3505022087,群应用,7
1005,全搜,3505031327,移车易,7
1058,公众号文章,3505032111,壁纸生成器,7
1054,搜索历史,3505037445,WiFi一键连,7
1058,公众号文章,3505037445,WiFi一键连,7
1090,小程序右上菜单,3505037445,WiFi一键连,7
1035,公众号自定义菜单,3505047828,小睡眠,7
1053,搜一搜,3505048450,街电,7
ALL,NULL,3505082339,景点讲解,7
1007,单聊,3505170717,铺砖王,7
1037,其他小程序,3505182015,起名神器,7
1089,会话下拉,3505219839,瓮安同城商圈,7
1058,公众号文章,3505237697,玩转全球免税,7
1013,相册选取二维码,3505247596,怪兽充电EnergyMonster,7
1024,小程序profile,3505302283,数易人,7
1035,公众号自定义菜单,3505397985,海南分界洲岛旅游区,7
1035,公众号自定义菜单,3505533208,大学生兼职,7
1089,会话下拉,3505533208,大学生兼职,7
1096,聊天记录,3505597506,快递助手云打印,7
1001,列表,3505605261,生日神器,7
1089,会话下拉,3505656255,信阳房产网+,7
1044,群API,3505701833,58到家家庭服务,7
1043,公众号模板消息,3505710754,纪念日助手,7
1001,列表,3505757770,天涯户外运动俱乐部,7
1027,本地搜索,3505757770,天涯户外运动俱乐部,7
1001,列表,3505823438,城宿CityHome,7
ALL,NULL,3505841149,长岛渔家乐旅游平台,7
1027,本地搜索,3505938551,英语口语天天说,7
1067,公众号文章广告,3505973316,装小蜜装修监理,7
1024,小程序profile,3505973651,日常祝福语贺卡,7
1011,扫描二维码,3506001733,艺术考级查询,7
1012,长按二维码,3506008433,票牛演出丨演唱会球赛话剧展览,7
1058,公众号文章,3506009248,加速度手机维修,7
1006,垂搜,3506015277,花帮主识花,7
1024,小程序profile,3506015277,花帮主识花,7
1043,公众号模板消息,3506027688,宝宝儿歌,7
1024,小程序profile,3506035114,兼职猫一兼职实习求职找工作平台,7
1035,公众号自定义菜单,3506035114,兼职猫一兼职实习求职找工作平台,7
1053,搜一搜,3506044594,中国移动10086+,7
1038,其他小程序返回,3506057439,香哈菜谱+,7
1035,公众号自定义菜单,3506066281,小立报名,7
1027,本地搜索,3506066650,车价天天报,7
ALL,NULL,3506097563,情绪云笔记,7
1007,单聊,3506146652,功夫打印,7
1042,好友搜索,3506146652,功夫打印,7
1001,列表,3506257438,高考志愿助手,7
1027,本地搜索,3506266221,体育彩票一定牛,7
1035,公众号自定义菜单,3506275678,扳手快查,7
1006,垂搜,3506277559,检查作业,7
1023,安卓桌面,3506277559,检查作业,7
0,NULL,3506278134,识花君,7
1054,搜索历史,3506278134,识花君,7
1001,列表,3506339230,恋爱迹,7
ALL,NULL,3506450882,郑州交通技校驾校,7
1023,安卓桌面,3506454292,安易递快递,7
1089,会话下拉,3506677286,汗滴健步走,7
1089,会话下拉,3506710180,去理发,7
1089,会话下拉,3506724064,池州人房产,7
1007,单聊,3506775392,基层检验网考试中心,7
1008,群聊,3506775392,基层检验网考试中心,7
ALL,NULL,3506776452,鲜芒生酮小助手,7
1006,垂搜,3506887471,超好用的抽签抓阄工具,7
1024,小程序profile,3506887471,超好用的抽签抓阄工具,7
1037,其他小程序,3506887471,超好用的抽签抓阄工具,7
1048,长按小程序码,3506963826,每日学英语,7
1023,安卓桌面,3506967612,丁香人才丨招聘求职找工作,7
1029,小程序里的卡券,3507000615,南航e行,7
1027,本地搜索,3507003831,录音,7
1007,单聊,3507005970,打卡考勤,7
1089,会话下拉,3507006665,一定牛彩票,7
1043,公众号模板消息,3507008199,酒店哥哥,7
1042,好友搜索,3507011535,宝宝起名八字取名,7
1044,群API,3507014081,公务员朝夕刷题,7
1035,公众号自定义菜单,3507018666,古筝课,7
1024,小程序profile,3507021295,知乐邀请函,7
1020,公众号profile,3507036389,爱回收手机回收,7
1042,好友搜索,3507041826,去哪儿机票火车票酒店,7
1054,搜索历史,3507041826,去哪儿机票火车票酒店,7
1023,安卓桌面,3507068324,乐乐作文,7
1006,垂搜,3507077569,手机话费流量充值,7
1037,其他小程序,3507077569,手机话费流量充值,7
1042,好友搜索,3507077569,手机话费流量充值,7
ALL,NULL,3507148845,网约车宝典一各地资格证考试题库,7
1043,公众号模板消息,3507172682,顺风车拼车帮,7
1048,长按小程序码,3507172682,顺风车拼车帮,7
ALL,NULL,3507203513,张家港房产网,7
ALL,NULL,3507216184,永康物流平台,7
1044,群API,3507251569,一起找吧,7
1035,公众号自定义菜单,3507338582,众安保险福利,7
1037,其他小程序,3507338582,众安保险福利,7
1020,公众号profile,3507341609,农村别墅图纸库,7
1023,安卓桌面,3507394654,中华万年历,7
1001,列表,3507520417,旧衣服回收捐赠,7
1001,列表,3507542842,深圳租房信息,7
1027,本地搜索,3507738522,美团充电,7
1024,小程序profile,3507746566,快递查询单号查询帮手,7
1020,公众号profile,3507747580,好友运动,7
1006,垂搜,3507763577,万能WiFi大师,7
1006,垂搜,3507765505,报名工具,7
1054,搜索历史,3507801930,抽奖助手,7
1089,会话下拉,3507812726,公务员考试刷题宝,7
1007,单聊,3507828799,前程无忧51Job,7
1020,公众号profile,3507832849,水滴健康保障,7
1007,单聊,3507849168,搞笑视频聚集,7
1023,安卓桌面,3507849168,搞笑视频聚集,7
1053,搜一搜,3507849168,搞笑视频聚集,7
ALL,NULL,3507864233,东营发布,7
1089,会话下拉,3507916196,戏乐,7
1007,单聊,3507929461,金牌人才市场,7
0,NULL,3508000880,快递100小助手,7
1037,其他小程序,3508000901,下厨房+,7
1080,客服消息菜单,3508002787,酒店机票火车,7
1027,本地搜索,3508005418,597才盛人才网求职招聘找工作,7
1023,安卓桌面,3508009333,无忧查违章,7
1102,NULL,3508012745,充值特惠,7
1005,全搜,3508038509,巴士管家火车票汽车票预订,7
1008,群聊,3508038509,巴士管家火车票汽车票预订,7
1023,安卓桌面,3508043624,有车以后,7
1027,本地搜索,3508043624,有车以后,7
1058,公众号文章,3508079191,喵特漫展,7
1005,全搜,3508087787,途虎养车Tuhu,7
1082,公众号文字链,3508127507,名片全能王+,7
1011,扫描二维码,3508149236,靓家居装修,7
1027,本地搜索,3508149236,靓家居装修,7
ALL,NULL,3508211285,乐易住,7
1054,搜索历史,3508231627,风火递,7
1008,群聊,3508292167,世界杯足球2018,7
1001,列表,3508334600,车位飞,7
1007,单聊,3508337083,小学数学作业检查,7
1024,小程序profile,3508337083,小学数学作业检查,7
1006,垂搜,3508359154,智能扫描助手,7
1005,全搜,3508359174,公益众筹平台,7
1096,聊天记录,3508381465,讯飞快读,7
1006,垂搜,3508508818,传图识别,7
1008,群聊,3508525963,一厘米旅游,7
ALL,NULL,3508624315,雪佛兰,7
1048,长按小程序码,3508628779,芒果在线+,7
1005,全搜,3508634803,小猿口算检查,7
ALL,NULL,3508693713,共享美甲,7
1037,其他小程序,3508752010,表白弹幕,7
1001,列表,3508781790,淘巴士汽车票出行,7
1024,小程序profile,3508838169,WiFi免费连,7
1027,本地搜索,3508860022,PP停车,7
1008,群聊,3508878907,薄荷健康学院,7
1023,安卓桌面,3508911838,传图识字专业版,7
1024,小程序profile,3508996283,相册制图器,7
1001,列表,3800018952,金鸣OCR表格文字识别程序,7
1089,会话下拉,3802018336,睡眠小测试,7
1020,公众号profile,3804004288,中通寄祝福,7
1027,本地搜索,3804004288,中通寄祝福,7
1001,列表,3804025733,广东话费特惠,7
1024,小程序profile,3808012789,合租找室友,7
1027,本地搜索,3808022671,平安车主帮,7
1038,其他小程序返回,3825007204,51保障通,7
1038,其他小程序返回,3829002390,贝壳租房,7
1037,其他小程序,3829006039,微祝福+,7
1089,会话下拉,3830021140,天蓝蓝户外旅行,7
ALL,NULL,3831015888,作文官网,7
1007,单聊,3832017540,早起打卡ing,7
1027,本地搜索,3832026773,文字提取,7
1089,会话下拉,3835014690,作业登记簿,7
1001,列表,3836020182,浦江招聘网,7
1089,会话下拉,3836021155,运动步数打卡,7
ALL,NULL,3838026237,查询轴承型号,7
1089,会话下拉,3840004692,快题手,7
1027,本地搜索,3840010330,榕榕姐姐故事,7
1054,搜索历史,3843008221,节日祝福贺卡,7
ALL,NULL,3845000747,三河市万环时代影院,7
1089,会话下拉,3845003787,我会说英语,7
1089,会话下拉,3845022242,国内商标查询,7
1102,NULL,3846032181,粤省事,7
ALL,NULL,3847020628,装修记账单,7
1001,列表,3848016283,ClubMed地中海俱乐部,7
1090,小程序右上菜单,3849022532,领取音乐相册,7
1008,群聊,3853022307,买房摇号助手,7
1020,公众号profile,3858005060,58二手车精选,7
1058,公众号文章,3858005060,58二手车精选,7
1008,群聊,3859002485,汪卡DogeCard,7
1020,公众号profile,3505000820,春秋航空特价机票,6
1006,垂搜,3505000837,e代驾Lite,6
1037,其他小程序,3505000852,智联招聘丨白领招聘求职找工作,6
1042,好友搜索,3505000852,智联招聘丨白领招聘求职找工作,6
1047,扫描小程序码,3505000852,智联招聘丨白领招聘求职找工作,6
1102,NULL,3505000852,智联招聘丨白领招聘求职找工作,6
1080,客服消息菜单,3505000855,华住会酒店预订汉庭全季桔子,6
1006,垂搜,3505000891,vgo微海报,6
1090,小程序右上菜单,3505000902,汽车报价大全,6
1027,本地搜索,3505001949,天天练口语一英语日语韩语,6
0,NULL,3505003378,小打卡,6
1080,客服消息菜单,3505003378,小打卡,6
ALL,NULL,3505004297,爱打卡,6
1054,搜索历史,3505008241,安居客房产,6
1035,公众号自定义菜单,3505008467,房车大全,6
1008,群聊,3505012998,马拉松跑步助手,6
1027,本地搜索,3505012998,马拉松跑步助手,6
1024,小程序profile,3505022087,群应用,6
1037,其他小程序,3505022087,群应用,6
1048,长按小程序码,3505022087,群应用,6
1038,其他小程序返回,3505026551,小考勤,6
1058,公众号文章,3505027751,FitTime即刻运动,6
1001,列表,3505031390,年检易,6
1047,扫描小程序码,3505037445,WiFi一键连,6
1053,搜一搜,3505058977,中国电信营业厅,6
1001,列表,3505081122,婚礼汇,6
1089,会话下拉,3505082339,景点讲解,6
1102,NULL,3505089957,小小贺卡,6
1007,单聊,3505104818,搜狗云表情,6
1058,公众号文章,3505154585,钓鱼人手册,6
1010,收藏,3505159217,微信发票助手,6
1060,微信支付完成页,3505159217,微信发票助手,6
1023,安卓桌面,3505170717,铺砖王,6
1005,全搜,3505182015,起名神器,6
1096,聊天记录,3505197487,群里有事,6
1007,单聊,3505237122,核淘租房,6
1089,会话下拉,3505289830,法律咨询平台BLAW,6
ALL,NULL,3505319924,有爱清单,6
1001,列表,3505385368,一鹿有车,6
1048,长按小程序码,3505385368,一鹿有车,6
1006,垂搜,3505458169,水滴筹公益,6
1027,本地搜索,3505458169,水滴筹公益,6
1020,公众号profile,3505480474,快相册,6
1001,列表,3505566762,拼车数据助手,6
1054,搜索历史,3505597506,快递助手云打印,6
1007,单聊,3505605261,生日神器,6
1037,其他小程序,3505605261,生日神器,6
1044,群API,3505607626,流量不限量助手,6
1001,列表,3505621755,周公解梦线上查询,6
ALL,NULL,3505709407,聊城房产网,6
1027,本地搜索,3505710754,纪念日助手,6
ALL,NULL,3505719673,享动吧,6
1005,全搜,3505925987,黑咔音乐相册,6
1014,模版消息,3505938551,英语口语天天说,6
1035,公众号自定义菜单,3505973316,装小蜜装修监理,6
1024,小程序profile,3506001733,艺术考级查询,6
1089,会话下拉,3506006440,家装精品案例,6
1014,模版消息,3506008433,票牛演出丨演唱会球赛话剧展览,6
1096,聊天记录,3506015277,花帮主识花,6
1044,群API,3506018868,点学英语,6
1053,搜一搜,3506020669,智行火车票,6
1096,聊天记录,3506020829,途家公寓民宿,6
1008,群聊,3506044594,中国移动10086+,6
1060,微信支付完成页,3506044594,中国移动10086+,6
ALL,NULL,3506058497,上海中原房屋估价,6
ALL,NULL,3506059242,丰县人才网+,6
1047,扫描小程序码,3506066281,小立报名,6
1090,小程序右上菜单,3506080265,闪萌表情,6
ALL,NULL,3506094989,生活家装饰,6
1005,全搜,3506097756,易查单,6
1027,本地搜索,3506097756,易查单,6
1058,公众号文章,3506146652,功夫打印,6
1001,列表,3506154783,多肉图鉴吧,6
1006,垂搜,3506154931,榛果民宿预订,6
1035,公众号自定义菜单,3506154931,榛果民宿预订,6
1043,公众号模板消息,3506154931,榛果民宿预订,6
1014,模版消息,3506159906,腾讯退税通,6
1027,本地搜索,3506236134,要出发周边游酒店门票,6
1023,安卓桌面,3506287884,二维码工具,6
1035,公众号自定义菜单,3506377324,卡亭,6
1027,本地搜索,3506387860,男生流行发型推荐指南,6
1037,其他小程序,3506387860,男生流行发型推荐指南,6
1007,单聊,3506400216,iWOD健身,6
1014,模版消息,3506436099,好色派沙拉+,6
1058,公众号文章,3506436099,好色派沙拉+,6
1005,全搜,3506454292,安易递快递,6
1038,其他小程序返回,3506457706,幸运抽奖,6
1001,列表,3506491427,国际驾照认证件,6
1001,列表,3506534347,黄历万年历天气,6
1006,垂搜,3506543534,节日酷炫祝福,6
1020,公众号profile,3506573244,菜菜美食日记,6
1024,小程序profile,3506573244,菜菜美食日记,6
1007,单聊,3506579382,人脸识别王,6
1027,本地搜索,3506636036,学习云资料,6
1006,垂搜,3506677093,邮证查违章,6
1008,群聊,3506677286,汗滴健步走,6
ALL,NULL,3506678325,浮山同城商圈,6
1048,长按小程序码,3506710180,去理发,6
1027,本地搜索,3506768714,货代经理人,6
1035,公众号自定义菜单,3506882944,0基础学英语,6
1049,相册选取小程序码,3506887471,超好用的抽签抓阄工具,6
1038,其他小程序返回,3506896352,油价助手,6
1024,小程序profile,3506901394,邮证快递,6
1089,会话下拉,3506931772,阜宁服务平台,6
1005,全搜,3506963826,每日学英语,6
1043,公众号模板消息,3506967354,稍后购买,6
1035,公众号自定义菜单,3506983561,照片相册制作神器,6
1007,单聊,3507000614,中通助手,6
1000,NULL,3507000638,大众点评美食电影运动旅游门票,6
1022,会话置部,3507000638,大众点评美食电影运动旅游门票,6
1028,卡包,3507000638,大众点评美食电影运动旅游门票,6
1038,其他小程序返回,3507002308,搭地铁,6
1020,公众号profile,3507002676,wifi密码查看器官方版,6
1035,公众号自定义菜单,3507008199,酒店哥哥,6
1008,群聊,3507009004,木鸟短租民宿客栈住宿日租房预订,6
1089,会话下拉,3507010338,换碎屏,6
1005,全搜,3507011535,宝宝起名八字取名,6
1023,安卓桌面,3507014425,吉他课,6
1001,列表,3507018666,古筝课,6
1005,全搜,3507041826,去哪儿机票火车票酒店,6
1090,小程序右上菜单,3507041826,去哪儿机票火车票酒店,6
1007,单聊,3507068324,乐乐作文,6
1023,安卓桌面,3507077569,手机话费流量充值,6
1024,小程序profile,3507077569,手机话费流量充值,6
1020,公众号profile,3507172682,顺风车拼车帮,6
1007,单聊,3507183804,汽车大全Pro,6
1037,其他小程序,3507201725,生日管家,6
1001,列表,3507279037,邮证户政,6
1001,列表,3507307542,日记备忘录,6
1054,搜索历史,3507342283,云充吧微驿站,6
1102,NULL,3507342283,云充吧微驿站,6
1035,公众号自定义菜单,3507385466,惠州学生汇,6
1089,会话下拉,3507417656,众筹网,6
1037,其他小程序,3507422460,村长讲故事,6
ALL,NULL,3507455676,有位停车,6
1058,公众号文章,3507516443,扬帆网,6
1014,模版消息,3507542842,深圳租房信息,6
1023,安卓桌面,3507598001,微乘车码,6
1053,搜一搜,3507615544,附近wifi一键连接,6
1020,公众号profile,3507639267,全民健步走,6
1089,会话下拉,3507666050,小宇宙Heli,6
1037,其他小程序,3507668586,儿歌多多,6
1013,相册选取二维码,3507747580,好友运动,6
1049,相册选取小程序码,3507747580,好友运动,6
1005,全搜,3507762670,汉维翻译,6
1001,列表,3507781785,回家吃饭+,6
1019,钱包,3507801930,抽奖助手,6
1053,搜一搜,3507801930,抽奖助手,6
ALL,NULL,3507802656,粤语学习词典,6
1005,全搜,3507828799,前程无忧51Job,6
1008,群聊,3507831512,轻题库,6
1001,列表,3507875943,璞缇客精品度假,6
1001,列表,3507929461,金牌人才市场,6
1023,安卓桌面,3507941849,记步运动排行榜,6
1038,其他小程序返回,3507980439,拍图识字,6
1023,安卓桌面,3507992479,计划控,6
1022,会话置部,3508000873,携程订酒店机票火车票汽车票门票,6
1020,公众号profile,3508000901,下厨房+,6
1022,会话置部,3508000937,腾讯翻译君,6
1042,好友搜索,3508000937,腾讯翻译君,6
1005,全搜,3508001201,结婚啦微请柬电子请帖,6
1023,安卓桌面,3508001632,跑步训练,6
1043,公众号模板消息,3508009271,微快递+,6
1096,聊天记录,3508009271,微快递+,6
1020,公众号profile,3508009333,无忧查违章,6
1058,公众号文章,3508009333,无忧查违章,6
1089,会话下拉,3508009600,石材报价网+,6
ALL,NULL,3508009600,石材报价网+,6
1042,好友搜索,3508012745,充值特惠,6
1038,其他小程序返回,3508013685,9188彩票,6
1006,垂搜,3508019056,钢琴优课,6
1027,本地搜索,3508025492,北京租房107间,6
1038,其他小程序返回,3508032555,驾考宝典丨学车找驾校,6
1035,公众号自定义菜单,3508036753,阿乐汽配,6
1005,全搜,3508038112,觅己证件照,6
1023,安卓桌面,3508038112,觅己证件照,6
1042,好友搜索,3508038509,巴士管家火车票汽车票预订,6
1008,群聊,3508043624,有车以后,6
1001,列表,3508070429,太平洋汽车网+,6
1001,列表,3508092226,乌鲁木齐找工作,6
1014,模版消息,3508092226,乌鲁木齐找工作,6
1006,垂搜,3508127507,名片全能王+,6
1044,群API,3508167529,练琴日记,6
1058,公众号文章,3508170007,体育圈招聘,6
1005,全搜,3508185139,来电,6
1012,长按二维码,3508185139,来电,6
